call_id,agent_id,customer_phone,start_time,end_time,call_outcome,language,disposition_code,amount_promised,retry_flag,call_duration_seconds,call_hour,call_date,is_weekend,duration_bucket,is_amount_imputed
CALL_24,AGENT_8,9306284028,2026-01-06 14:00:24,2026-01-06 14:05:05,callback_requested,Marathi,CALL_BACK,5000.0,False,281.0,14,2026-01-06,False,medium,False
CALL_25,AGENT_9,9065452690,2026-02-07 12:13:03,2026-02-07 12:23:06,dropped,Hindi,PTP,5000.0,False,603.0,12,2026-02-07,True,long,False
CALL_26,AGENT_2,9914122100,2026-05-28 16:10:03,2026-05-28 16:18:53,no_answer,Hindi,CALL_BACK,0.0,True,530.0,16,2026-05-28,False,long,True
CALL_27,AGENT_1,9665055833,2026-04-04 17:15:37,2026-04-04 17:25:55,connected,English,CALL_BACK,5000.0,False,618.0,17,2026-04-04,True,long,False
CALL_29,AGENT_10,9107354053,2026-03-25 09:00:29,2026-03-25 09:11:15,connected,Marathi,PTP,5000.0,False,646.0,9,2026-03-25,False,long,False
CALL_30,AGENT_5,9169379374,2026-02-12 09:56:15,2026-02-12 10:02:43,callback_requested,Marathi,CALL_BACK,1000.0,True,388.0,9,2026-02-12,False,long,False
CALL_31,AGENT_5,9123940587,2026-05-10 18:06:56,2026-05-10 18:09:23,connected,Marathi,CALL_BACK,500.0,False,147.0,18,2026-05-10,True,medium,False
CALL_32,AGENT_5,9542678844,2026-03-20 11:45:21,2026-03-20 11:48:59,callback_requested,English,PTP,0.0,False,218.0,11,2026-03-20,False,medium,True
CALL_33,AGENT_5,9173497327,2026-03-02 08:21:49,2026-03-02 08:24:12,callback_requested,Marathi,CALL_BACK,2000.0,True,143.0,8,2026-03-02,False,medium,False
CALL_34,AGENT_1,9896139578,2026-01-03 19:57:09,2026-01-03 20:06:37,dropped,Marathi,CALL_BACK,500.0,False,568.0,19,2026-01-03,True,long,False
CALL_35,AGENT_1,9965212976,2026-02-02 12:23:57,2026-02-02 12:37:42,dropped,Hindi,CALL_BACK,500.0,True,825.0,12,2026-02-02,False,long,False
CALL_36,AGENT_10,9804745462,2026-03-25 16:56:55,2026-03-25 17:04:01,no_answer,Hindi,PTP,500.0,False,426.0,16,2026-03-25,False,long,False
CALL_37,AGENT_7,9861393416,2026-01-06 19:59:21,2026-01-06 20:12:52,no_answer,English,PTP,0.0,False,811.0,19,2026-01-06,False,long,True
CALL_38,AGENT_8,9375442872,2026-01-28 15:14:12,2026-01-28 15:28:18,dropped,Hindi,PTP,0.0,True,846.0,15,2026-01-28,False,long,True
CALL_39,AGENT_5,9377040284,2026-04-11 12:55:04,2026-04-11 13:08:25,callback_requested,Marathi,CALL_BACK,1000.0,True,801.0,12,2026-04-11,True,long,False
CALL_42,AGENT_10,9337064353,2026-03-14 09:42:58,2026-03-14 09:48:46,connected,Marathi,FOLLOW_UP,5000.0,False,348.0,9,2026-03-14,True,long,False
CALL_43,AGENT_3,9205986733,2026-04-11 14:44:18,2026-04-11 14:53:55,callback_requested,Marathi,FOLLOW_UP,500.0,False,577.0,14,2026-04-11,True,long,False
CALL_44,AGENT_7,9843702118,2026-04-18 08:19:18,2026-04-18 08:23:03,dropped,English,FOLLOW_UP,2000.0,True,225.0,8,2026-04-18,True,medium,False
CALL_45,AGENT_3,9707435606,2026-05-16 20:57:50,2026-05-16 21:10:33,connected,English,CALL_BACK,5000.0,False,763.0,20,2026-05-16,True,long,False
CALL_46,AGENT_4,9866040317,2026-01-27 20:15:43,2026-01-27 20:21:10,no_answer,Hindi,PTP,0.0,True,327.0,20,2026-01-27,False,long,True
CALL_47,AGENT_10,9208773243,2026-04-20 20:04:29,2026-04-20 20:11:43,callback_requested,English,FOLLOW_UP,500.0,True,434.0,20,2026-04-20,False,long,False
CALL_49,AGENT_8,9716806128,2026-05-08 09:29:08,2026-05-08 09:42:58,dropped,English,CALL_BACK,5000.0,False,830.0,9,2026-05-08,False,long,False
CALL_51,AGENT_4,9291751878,2026-02-09 15:04:45,2026-02-09 15:09:47,dropped,English,CALL_BACK,0.0,True,302.0,15,2026-02-09,False,long,True
CALL_52,AGENT_4,9068965204,2026-02-08 14:44:09,2026-02-08 14:56:22,callback_requested,English,FOLLOW_UP,5000.0,False,733.0,14,2026-02-08,True,long,False
CALL_53,AGENT_10,9746812123,2026-04-02 11:53:26,2026-04-02 12:00:14,connected,Marathi,FOLLOW_UP,2000.0,True,408.0,11,2026-04-02,False,long,False
CALL_54,AGENT_7,9577909930,2026-03-10 20:24:54,2026-03-10 20:39:19,no_answer,English,PTP,1000.0,False,865.0,20,2026-03-10,False,long,False
CALL_55,AGENT_7,9777583839,2026-04-01 14:21:42,2026-04-01 14:33:27,no_answer,English,PTP,5000.0,True,705.0,14,2026-04-01,False,long,False
CALL_56,AGENT_7,9145706210,2026-04-19 17:42:01,2026-04-19 17:43:36,callback_requested,Hindi,PTP,1000.0,False,95.0,17,2026-04-19,True,medium,False
CALL_57,AGENT_7,9298775766,2026-03-07 15:20:21,2026-03-07 15:33:30,callback_requested,English,PTP,2000.0,True,789.0,15,2026-03-07,True,long,False
CALL_58,AGENT_1,9809851739,2026-05-02 13:14:41,2026-05-02 13:16:01,connected,Hindi,PTP,0.0,True,80.0,13,2026-05-02,True,medium,True
CALL_59,AGENT_4,9499326438,2026-02-05 15:42:07,2026-02-05 15:51:54,dropped,English,PTP,5000.0,True,587.0,15,2026-02-05,False,long,False
CALL_60,AGENT_10,9727296111,2026-02-10 09:37:01,2026-02-10 09:42:30,callback_requested,English,CALL_BACK,500.0,True,329.0,9,2026-02-10,False,long,False
CALL_61,AGENT_5,9912995414,2026-05-23 18:15:06,2026-05-23 18:27:09,connected,Marathi,PTP,1000.0,False,723.0,18,2026-05-23,True,long,False
CALL_62,AGENT_7,9882971099,2026-03-03 16:41:21,2026-03-03 16:41:43,callback_requested,Hindi,FOLLOW_UP,1000.0,False,22.0,16,2026-03-03,False,short,False
CALL_63,AGENT_5,9661330848,2026-02-14 10:46:33,2026-02-14 10:57:49,callback_requested,English,FOLLOW_UP,5000.0,False,676.0,10,2026-02-14,True,long,False
CALL_64,AGENT_5,9946644279,2026-03-28 11:53:59,2026-03-28 11:55:37,callback_requested,Hindi,FOLLOW_UP,5000.0,False,98.0,11,2026-03-28,True,medium,False
CALL_65,AGENT_8,9227761953,2026-03-01 15:54:20,2026-03-01 15:57:36,dropped,English,FOLLOW_UP,1000.0,False,196.0,15,2026-03-01,True,medium,False
CALL_66,AGENT_7,9524606470,2026-05-01 16:12:05,2026-05-01 16:16:22,no_answer,Marathi,FOLLOW_UP,2000.0,False,257.0,16,2026-05-01,False,medium,False
CALL_67,AGENT_4,9328786222,2026-01-03 12:14:25,2026-01-03 12:26:23,dropped,English,CALL_BACK,5000.0,False,718.0,12,2026-01-03,True,long,False
CALL_68,AGENT_8,9290894296,2026-04-24 16:21:22,2026-04-24 16:33:31,dropped,English,PTP,0.0,True,729.0,16,2026-04-24,False,long,True
CALL_69,AGENT_3,9205665554,2026-03-04 19:34:48,2026-03-04 19:46:44,no_answer,Marathi,FOLLOW_UP,1000.0,False,716.0,19,2026-03-04,False,long,False
CALL_72,AGENT_8,9122500131,2026-04-11 10:03:16,2026-04-11 10:18:08,connected,English,FOLLOW_UP,0.0,True,892.0,10,2026-04-11,True,long,True
CALL_73,AGENT_4,9127186396,2026-02-05 20:36:19,2026-02-05 20:37:56,callback_requested,Marathi,CALL_BACK,5000.0,True,97.0,20,2026-02-05,False,medium,False
CALL_75,AGENT_3,9257553274,2026-02-21 11:16:42,2026-02-21 11:18:15,no_answer,Marathi,PTP,500.0,True,93.0,11,2026-02-21,True,medium,False
CALL_76,AGENT_1,9248545713,2026-04-15 19:38:30,2026-04-15 19:43:38,dropped,Marathi,FOLLOW_UP,2000.0,True,308.0,19,2026-04-15,False,long,False
CALL_77,AGENT_4,9456489494,2026-02-09 20:50:40,2026-02-09 21:00:53,connected,Marathi,PTP,500.0,False,613.0,20,2026-02-09,False,long,False
CALL_78,AGENT_10,9804187231,2026-02-03 08:10:50,2026-02-03 08:16:14,dropped,English,PTP,2000.0,False,324.0,8,2026-02-03,False,long,False
CALL_79,AGENT_2,9642136977,2026-04-09 16:34:31,2026-04-09 16:42:09,connected,English,CALL_BACK,1000.0,False,458.0,16,2026-04-09,False,long,False
CALL_81,AGENT_3,9628492896,2026-02-16 16:41:28,2026-02-16 16:46:22,callback_requested,Marathi,FOLLOW_UP,0.0,False,294.0,16,2026-02-16,False,medium,True
CALL_82,AGENT_3,9354123990,2026-03-14 13:20:42,2026-03-14 13:22:39,callback_requested,Marathi,FOLLOW_UP,1000.0,False,117.0,13,2026-03-14,True,medium,False
CALL_83,AGENT_6,9124469868,2026-05-02 15:05:20,2026-05-02 15:09:48,callback_requested,Marathi,PTP,5000.0,False,268.0,15,2026-05-02,True,medium,False
CALL_84,AGENT_8,9671527524,2026-04-02 11:33:23,2026-04-02 11:44:10,callback_requested,Hindi,PTP,1000.0,True,647.0,11,2026-04-02,False,long,False
CALL_85,AGENT_10,9858256589,2026-03-15 19:31:07,2026-03-15 19:31:46,no_answer,Marathi,PTP,1000.0,True,39.0,19,2026-03-15,True,short,False
CALL_87,AGENT_9,9155308128,2026-04-27 15:30:15,2026-04-27 15:38:12,callback_requested,Hindi,CALL_BACK,5000.0,True,477.0,15,2026-04-27,False,long,False
CALL_90,AGENT_1,9341639230,2026-05-13 11:54:49,2026-05-13 12:01:59,callback_requested,Marathi,FOLLOW_UP,2000.0,True,430.0,11,2026-05-13,False,long,False
CALL_91,AGENT_2,9938654765,2026-04-02 10:32:37,2026-04-02 10:38:26,callback_requested,Hindi,CALL_BACK,2000.0,True,349.0,10,2026-04-02,False,long,False
CALL_92,AGENT_5,9363527356,2026-02-14 18:09:04,2026-02-14 18:17:14,callback_requested,Marathi,PTP,1000.0,False,490.0,18,2026-02-14,True,long,False
CALL_93,AGENT_9,9038546365,2026-03-21 19:56:48,2026-03-21 20:05:17,connected,Hindi,CALL_BACK,1000.0,True,509.0,19,2026-03-21,True,long,False
CALL_94,AGENT_2,9476396216,2026-01-14 09:48:40,2026-01-14 10:00:50,no_answer,Marathi,FOLLOW_UP,0.0,True,730.0,9,2026-01-14,False,long,True
CALL_95,AGENT_7,9156304376,2026-03-26 08:18:22,2026-03-26 08:24:55,no_answer,Marathi,FOLLOW_UP,5000.0,True,393.0,8,2026-03-26,False,long,False
CALL_96,AGENT_10,9733510170,2026-02-06 09:39:55,2026-02-06 09:46:36,no_answer,English,CALL_BACK,500.0,True,401.0,9,2026-02-06,False,long,False
CALL_97,AGENT_1,9965195684,2026-04-21 12:29:16,2026-04-21 12:40:48,callback_requested,English,CALL_BACK,5000.0,True,692.0,12,2026-04-21,False,long,False
CALL_99,AGENT_10,9317690559,2026-04-04 11:24:36,2026-04-04 11:30:53,dropped,Hindi,CALL_BACK,2000.0,False,377.0,11,2026-04-04,True,long,False
CALL_100,AGENT_10,9800122509,2026-01-19 18:49:47,2026-01-19 18:50:47,callback_requested,English,PTP,5000.0,False,60.0,18,2026-01-19,False,medium,False
CALL_101,AGENT_3,9674576271,2026-02-21 11:39:16,2026-02-21 11:51:00,connected,Marathi,CALL_BACK,0.0,False,704.0,11,2026-02-21,True,long,True
CALL_102,AGENT_2,9976705430,2026-04-02 17:23:46,2026-04-02 17:26:10,dropped,English,CALL_BACK,2000.0,True,144.0,17,2026-04-02,False,medium,False
CALL_103,AGENT_9,9538798023,2026-02-05 20:34:56,2026-02-05 20:41:20,dropped,Hindi,FOLLOW_UP,2000.0,False,384.0,20,2026-02-05,False,long,False
CALL_104,AGENT_4,9923568933,2026-03-26 09:29:04,2026-03-26 09:31:38,callback_requested,Marathi,FOLLOW_UP,0.0,False,154.0,9,2026-03-26,False,medium,True
CALL_105,AGENT_5,9627666622,2026-01-09 16:07:29,2026-01-09 16:13:56,callback_requested,Marathi,FOLLOW_UP,0.0,True,387.0,16,2026-01-09,False,long,True
CALL_106,AGENT_10,9237691219,2026-04-01 17:56:35,2026-04-01 18:02:20,connected,Marathi,FOLLOW_UP,1000.0,False,345.0,17,2026-04-01,False,long,False
CALL_107,AGENT_2,9104359116,2026-01-05 08:02:19,2026-01-05 08:10:53,no_answer,Marathi,PTP,2000.0,False,514.0,8,2026-01-05,False,long,False
CALL_108,AGENT_10,9797005281,2026-03-22 19:44:34,2026-03-22 19:51:53,no_answer,English,CALL_BACK,0.0,False,439.0,19,2026-03-22,True,long,True
CALL_109,AGENT_4,9476078963,2026-05-14 12:02:44,2026-05-14 12:09:13,callback_requested,Hindi,FOLLOW_UP,0.0,False,389.0,12,2026-05-14,False,long,True
CALL_111,AGENT_10,9220337809,2026-01-26 13:15:08,2026-01-26 13:28:43,connected,Marathi,PTP,5000.0,True,815.0,13,2026-01-26,False,long,False
CALL_112,AGENT_1,9297721596,2026-02-11 20:09:50,2026-02-11 20:20:10,no_answer,Hindi,CALL_BACK,1000.0,True,620.0,20,2026-02-11,False,long,False
CALL_113,AGENT_4,9632276010,2026-01-22 08:08:00,2026-01-22 08:14:16,dropped,Hindi,PTP,1000.0,True,376.0,8,2026-01-22,False,long,False
CALL_115,AGENT_9,9323873102,2026-04-17 11:39:02,2026-04-17 11:51:36,callback_requested,Marathi,PTP,0.0,False,754.0,11,2026-04-17,False,long,True
CALL_116,AGENT_8,9078910051,2026-04-14 18:06:31,2026-04-14 18:18:50,connected,English,CALL_BACK,500.0,True,739.0,18,2026-04-14,False,long,False
CALL_117,AGENT_6,9408992977,2026-02-09 17:40:37,2026-02-09 17:50:08,dropped,English,CALL_BACK,5000.0,False,571.0,17,2026-02-09,False,long,False
CALL_118,AGENT_9,9773995963,2026-01-26 19:07:54,2026-01-26 19:19:14,no_answer,English,FOLLOW_UP,500.0,False,680.0,19,2026-01-26,False,long,False
CALL_119,AGENT_2,9335596237,2026-03-27 15:25:26,2026-03-27 15:38:03,callback_requested,English,CALL_BACK,1000.0,False,757.0,15,2026-03-27,False,long,False
CALL_120,AGENT_2,9100105056,2026-02-22 15:04:05,2026-02-22 15:18:26,callback_requested,Hindi,CALL_BACK,1000.0,True,861.0,15,2026-02-22,True,long,False
CALL_121,AGENT_2,9441102414,2026-05-02 17:35:35,2026-05-02 17:41:22,dropped,Marathi,FOLLOW_UP,0.0,False,347.0,17,2026-05-02,True,long,True
CALL_122,AGENT_4,9166140258,2026-05-10 13:06:36,2026-05-10 13:15:25,callback_requested,Hindi,PTP,1000.0,False,529.0,13,2026-05-10,True,long,False
CALL_123,AGENT_7,9907478447,2026-01-25 12:36:14,2026-01-25 12:50:10,connected,Marathi,CALL_BACK,1000.0,True,836.0,12,2026-01-25,True,long,False
CALL_124,AGENT_6,9006556040,2026-02-09 19:48:19,2026-02-09 19:54:16,no_answer,Hindi,CALL_BACK,2000.0,True,357.0,19,2026-02-09,False,long,False
CALL_125,AGENT_9,9230997172,2026-02-24 18:01:05,2026-02-24 18:13:59,callback_requested,English,FOLLOW_UP,1000.0,True,774.0,18,2026-02-24,False,long,False
CALL_126,AGENT_10,9091221925,2026-03-10 19:20:49,2026-03-10 19:30:40,connected,Hindi,PTP,5000.0,True,591.0,19,2026-03-10,False,long,False
CALL_127,AGENT_10,9474641329,2026-01-09 15:42:27,2026-01-09 15:50:54,callback_requested,English,PTP,5000.0,True,507.0,15,2026-01-09,False,long,False
CALL_129,AGENT_5,9310791488,2026-01-07 12:13:49,2026-01-07 12:16:19,dropped,Hindi,PTP,2000.0,False,150.0,12,2026-01-07,False,medium,False
CALL_130,AGENT_9,9599924859,2026-02-05 14:34:45,2026-02-05 14:38:50,dropped,Hindi,FOLLOW_UP,0.0,False,245.0,14,2026-02-05,False,medium,True
CALL_131,AGENT_7,9615683222,2026-01-15 09:55:20,2026-01-15 10:05:19,callback_requested,Marathi,CALL_BACK,2000.0,False,599.0,9,2026-01-15,False,long,False
CALL_133,AGENT_5,9800801837,2026-04-19 14:33:05,2026-04-19 14:40:00,dropped,Hindi,FOLLOW_UP,500.0,True,415.0,14,2026-04-19,True,long,False
CALL_135,AGENT_2,9190209201,2026-02-06 17:09:48,2026-02-06 17:22:55,callback_requested,English,CALL_BACK,5000.0,False,787.0,17,2026-02-06,False,long,False
CALL_136,AGENT_6,9162089272,2026-05-21 18:39:20,2026-05-21 18:54:14,callback_requested,Hindi,FOLLOW_UP,2000.0,False,894.0,18,2026-05-21,False,long,False
CALL_137,AGENT_5,9495792218,2026-03-19 08:22:32,2026-03-19 08:23:57,callback_requested,Hindi,PTP,1000.0,False,85.0,8,2026-03-19,False,medium,False
CALL_138,AGENT_7,9496832859,2026-01-21 09:39:38,2026-01-21 09:48:27,connected,English,CALL_BACK,500.0,False,529.0,9,2026-01-21,False,long,False
CALL_140,AGENT_9,9654773573,2026-01-08 19:28:28,2026-01-08 19:37:34,no_answer,English,FOLLOW_UP,1000.0,False,546.0,19,2026-01-08,False,long,False
CALL_141,AGENT_6,9070772317,2026-04-25 13:43:38,2026-04-25 13:44:41,dropped,Hindi,CALL_BACK,2000.0,False,63.0,13,2026-04-25,True,medium,False
CALL_142,AGENT_6,9087512088,2026-03-24 18:58:38,2026-03-24 19:01:21,no_answer,English,FOLLOW_UP,2000.0,True,163.0,18,2026-03-24,False,medium,False
CALL_143,AGENT_6,9873150512,2026-05-23 09:19:35,2026-05-23 09:26:10,no_answer,Marathi,CALL_BACK,5000.0,True,395.0,9,2026-05-23,True,long,False
CALL_144,AGENT_3,9229987621,2026-04-17 13:01:23,2026-04-17 13:06:49,dropped,English,PTP,500.0,True,326.0,13,2026-04-17,False,long,False
CALL_145,AGENT_9,9827720428,2026-02-03 12:54:50,2026-02-03 12:56:43,connected,Marathi,FOLLOW_UP,5000.0,True,113.0,12,2026-02-03,False,medium,False
CALL_147,AGENT_5,9807873857,2026-03-22 19:15:28,2026-03-22 19:26:03,callback_requested,Hindi,CALL_BACK,500.0,False,635.0,19,2026-03-22,True,long,False
CALL_148,AGENT_8,9495725097,2026-04-27 11:23:43,2026-04-27 11:33:37,dropped,English,CALL_BACK,5000.0,False,594.0,11,2026-04-27,False,long,False
CALL_149,AGENT_5,9056027635,2026-02-27 11:51:38,2026-02-27 11:54:09,callback_requested,English,CALL_BACK,0.0,True,151.0,11,2026-02-27,False,medium,True
CALL_150,AGENT_9,9158214411,2026-03-03 20:10:17,2026-03-03 20:18:07,callback_requested,Hindi,PTP,2000.0,False,470.0,20,2026-03-03,False,long,False
CALL_151,AGENT_4,9414642708,2026-01-14 08:25:32,2026-01-14 08:32:04,connected,English,PTP,0.0,False,392.0,8,2026-01-14,False,long,True
CALL_152,AGENT_3,9147746438,2026-01-27 19:41:21,2026-01-27 19:55:01,connected,English,FOLLOW_UP,500.0,False,820.0,19,2026-01-27,False,long,False
CALL_153,AGENT_5,9231557515,2026-04-20 08:57:05,2026-04-20 08:57:34,no_answer,Marathi,CALL_BACK,5000.0,False,29.0,8,2026-04-20,False,short,False
CALL_154,AGENT_1,9256022467,2026-01-25 12:15:19,2026-01-25 12:17:33,callback_requested,Marathi,CALL_BACK,2000.0,True,134.0,12,2026-01-25,True,medium,False
CALL_155,AGENT_9,9617452511,2026-01-27 15:38:34,2026-01-27 15:39:00,no_answer,Marathi,PTP,1000.0,False,26.0,15,2026-01-27,False,short,False
CALL_156,AGENT_3,9713363254,2026-01-20 13:15:36,2026-01-20 13:22:52,connected,Marathi,FOLLOW_UP,0.0,True,436.0,13,2026-01-20,False,long,True
CALL_157,AGENT_6,9272354893,2026-04-28 15:02:40,2026-04-28 15:09:26,connected,English,PTP,1000.0,True,406.0,15,2026-04-28,False,long,False
CALL_158,AGENT_3,9047605080,2026-01-25 17:47:48,2026-01-25 17:53:38,dropped,Marathi,FOLLOW_UP,500.0,False,350.0,17,2026-01-25,True,long,False
CALL_159,AGENT_8,9039711044,2026-04-21 10:51:08,2026-04-21 10:52:22,dropped,Hindi,PTP,500.0,True,74.0,10,2026-04-21,False,medium,False
CALL_160,AGENT_8,9271993587,2026-03-10 16:25:52,2026-03-10 16:35:18,connected,Marathi,PTP,1000.0,False,566.0,16,2026-03-10,False,long,False
CALL_161,AGENT_6,9469172971,2026-01-28 18:21:17,2026-01-28 18:23:34,callback_requested,Marathi,FOLLOW_UP,2000.0,False,137.0,18,2026-01-28,False,medium,False
CALL_162,AGENT_9,9286389162,2026-02-16 19:31:23,2026-02-16 19:45:09,connected,Marathi,FOLLOW_UP,0.0,False,826.0,19,2026-02-16,False,long,True
CALL_163,AGENT_2,9085973340,2026-05-27 10:34:18,2026-05-27 10:39:56,dropped,Marathi,FOLLOW_UP,1000.0,False,338.0,10,2026-05-27,False,long,False
CALL_165,AGENT_7,9390102359,2026-03-21 20:03:04,2026-03-21 20:14:41,no_answer,Hindi,PTP,5000.0,False,697.0,20,2026-03-21,True,long,False
CALL_166,AGENT_6,9388856231,2026-01-05 09:15:49,2026-01-05 09:26:59,callback_requested,Marathi,PTP,5000.0,True,670.0,9,2026-01-05,False,long,False
CALL_167,AGENT_10,9147848992,2026-04-12 13:28:48,2026-04-12 13:30:16,dropped,English,FOLLOW_UP,1000.0,True,88.0,13,2026-04-12,True,medium,False
CALL_169,AGENT_2,9145737277,2026-05-10 19:58:31,2026-05-10 20:02:05,connected,English,PTP,2000.0,True,214.0,19,2026-05-10,True,medium,False
CALL_170,AGENT_9,9311774120,2026-03-22 13:45:04,2026-03-22 13:54:37,dropped,Hindi,CALL_BACK,500.0,False,573.0,13,2026-03-22,True,long,False
CALL_171,AGENT_4,9848656610,2026-05-08 09:12:50,2026-05-08 09:15:22,callback_requested,Hindi,FOLLOW_UP,5000.0,False,152.0,9,2026-05-08,False,medium,False
CALL_172,AGENT_2,9332098383,2026-04-26 16:08:39,2026-04-26 16:10:17,callback_requested,Marathi,CALL_BACK,2000.0,False,98.0,16,2026-04-26,True,medium,False
CALL_173,AGENT_2,9483156434,2026-04-27 17:04:08,2026-04-27 17:09:42,callback_requested,Marathi,CALL_BACK,1000.0,True,334.0,17,2026-04-27,False,long,False
CALL_174,AGENT_7,9539945876,2026-05-21 17:11:49,2026-05-21 17:14:11,connected,Hindi,CALL_BACK,500.0,False,142.0,17,2026-05-21,False,medium,False
CALL_175,AGENT_6,9557162259,2026-02-06 13:59:45,2026-02-06 14:03:45,dropped,Hindi,FOLLOW_UP,500.0,False,240.0,13,2026-02-06,False,medium,False
CALL_176,AGENT_9,9688255012,2026-02-21 12:39:34,2026-02-21 12:41:19,no_answer,Marathi,CALL_BACK,500.0,True,105.0,12,2026-02-21,True,medium,False
CALL_177,AGENT_1,9886090690,2026-05-24 17:21:53,2026-05-24 17:31:40,connected,Hindi,PTP,5000.0,False,587.0,17,2026-05-24,True,long,False
CALL_178,AGENT_1,9534764290,2026-02-25 17:26:39,2026-02-25 17:37:43,dropped,Marathi,FOLLOW_UP,2000.0,True,664.0,17,2026-02-25,False,long,False
CALL_180,AGENT_6,9428118701,2026-05-05 13:55:45,2026-05-05 14:01:21,no_answer,English,CALL_BACK,5000.0,True,336.0,13,2026-05-05,False,long,False
CALL_181,AGENT_4,9151266214,2026-03-08 15:07:17,2026-03-08 15:15:07,connected,Hindi,FOLLOW_UP,2000.0,False,470.0,15,2026-03-08,True,long,False
CALL_182,AGENT_6,9203832812,2026-02-28 10:52:20,2026-02-28 11:02:21,no_answer,English,CALL_BACK,2000.0,False,601.0,10,2026-02-28,True,long,False
CALL_186,AGENT_10,9730572478,2026-04-17 15:48:35,2026-04-17 15:53:31,connected,Hindi,PTP,2000.0,False,296.0,15,2026-04-17,False,medium,False
CALL_187,AGENT_10,9546666136,2026-03-18 13:48:09,2026-03-18 13:51:42,callback_requested,Marathi,PTP,0.0,True,213.0,13,2026-03-18,False,medium,True
CALL_189,AGENT_6,9544725317,2026-04-20 19:53:19,2026-04-20 20:03:36,callback_requested,Marathi,CALL_BACK,1000.0,False,617.0,19,2026-04-20,False,long,False
CALL_190,AGENT_10,9330366556,2026-01-12 13:43:07,2026-01-12 13:50:23,connected,Marathi,FOLLOW_UP,1000.0,True,436.0,13,2026-01-12,False,long,False
CALL_191,AGENT_10,9831726993,2026-01-19 15:10:33,2026-01-19 15:21:27,callback_requested,Hindi,CALL_BACK,500.0,True,654.0,15,2026-01-19,False,long,False
CALL_192,AGENT_6,9449661921,2026-05-23 09:12:01,2026-05-23 09:19:42,no_answer,English,CALL_BACK,500.0,False,461.0,9,2026-05-23,True,long,False
